Facility Name,site_address,city,latitude,longitude
HARRISBURG PIKE SUNOCO,1305 HARRISBURG PIKE,COLUMBUS,39.93128,-83.049466
HASEEB PETROLEUM,3933 SULLIVANT AVE,COLUMBUS,39.9421,-83.1038201
HEADIES HIDEOUT,114 PARSONS AVE,COLUMBUS,39.9618786,-82.9816749
HEDZ UP ON HUDSON,459 E HUDSON ST,COLUMBUS,40.014914,-82.9988349
HENDERSON RD SUNOCO 12,2122 W HENDERSON RD,COLUMBUS,40.0572048,-83.075105
HERBERT MARKET,1121 SULLIVANT AVE,COLUMBUS,39.9516856,-83.0294377
HIGH UP HEAD SHOP,1434 N HIGH ST,COLUMBUS,39.9916321,-83.0062624
HILLIARD SMOKE HOUSE,5439 ROBERTS RD,HILLIARD,40.0031484,-83.177343
HIPPIE HUT SMOKE SHOP,1551 N HIGH ST,COLUMBUS,39.993942,-83.006959
HOLLYWOOD CASINO,200 GEORGESVILLE RD,COLUMBUS,39.9491246,-83.1080802
HOLLYWOOD SMOKE AND VAPE,3951 W BROAD ST,COLUMBUS,39.959583,-83.0221285
HOME MARKET,2386 GROVEPORT RD,COLUMBUS,39.9145551,-82.9812352
HONEY BEE DRIVE THRU,1600 S HIGH ST,COLUMBUS,39.9292651,-82.995314
HOOKAH RUSH,2394 N HIGH ST,COLUMBUS,40.0110419,-83.0103295
HOUSE OF CIGAR,2448 S HIGH ST,COLUMBUS,39.9117511,-82.9952443
HOUSE OF CIGAR,7099 HUNTLEY RD,COLUMBUS,40.0949744,-82.9980639
HOUSE OF MONTECRISTO,1209 N HIGH ST,COLUMBUS,39.9870252,-83.0056581
HUDSON EXPRESS CARRYOUT,1818 E HUDSON ST,COLUMBUS,40.0134847,-82.9609628
HUDSON MARKET,1080 E HUDSON ST,COLUMBUS,40.0143336,-82.980879
HUMBLE HEALTH,4430 WESTERVILLE RD,COLUMBUS,40.062085,-82.934909
HUMIDOR PLUS,6157 CLEVELAND AVE,COLUMBUS,40.099015,-82.950111
HYER HOOKAH LOUNGE,1020 N 4TH ST,COLUMBUS,39.983749,-82.99887
IMAGE GROCERY,4669 MORSE CENTRE RD,COLUMBUS,40.05539616,-82.86737415
INDRENI MART GROCERY,1565 E DUBLIN GRANVILLE RD,COLUMBUS,40.0854661,-82.9775025
INFINITY $.99 STORE,1880 PARSONS AVE,COLUMBUS,39.9250805,-82.9842946
INK & THINGS,3899 CLEVELAND AVE,COLUMBUS,40.0484631,-82.9553376
ISLANDS DRIVE THRU,2157 HILLIARD ROME RD,HILLIARD,40.0091354,-83.1535903
ISMOKE & VAPE,1403 S HAMILTON RD,COLUMBUS,39.9970797,-82.8683894
J & N CARRYOUT,1541 E WHITTIER ST,COLUMBUS,39.9429161,-82.9551331
JAFRA HOOKAH LOUNGE,40 N JAMES RD,COLUMBUS,39.9734487,-82.9133177
JAYS DRIVE THRU,766 PARSONS AVE,COLUMBUS,39.9481117,-82.982369
JEDDO HOOKAH,5615 CLEVELAND AVE,COLUMBUS,40.0846705,-82.951828
JEFF RUBYS,89 E NATIONWIDE BLVD,COLUMBUS,39.96905571,-82.99946291
JEFFERSON SMOKE PLUS,1043 E HUDSON ST,COLUMBUS,40.0142309,-82.9821896
JERUSALEM HALAL MARKET,5410 ROBERTS RD,HILLIARD,40.0031484,-83.177343
JHORNZ ENTERTAINMENT STUDIOS,1142 S HIGH ST,COLUMBUS,39.9387651,-82.9959905
JR J'S DRIVE THRU,2179 PARKWOOD AVE,COLUMBUS,40.0127295,-82.9566487
JULIAN FOODS,3277 W BROAD ST,COLUMBUS,39.9542037,-83.0877411
JULIAN WIRELESS II,2562 MORSE RD,COLUMBUS,40.0567812,-82.8940193
KARL BEVERAGE COMPANY,6733 KARL RD,COLUMBUS,40.1044774,-82.9747326
KARL ROAD MARKET,3663 KARL RD,COLUMBUS,40.0413675,-82.9778072
KELLY'S MARKET,3453 PARSONS AVE,COLUMBUS,39.8919983,-82.9870218
KEYSTONE PUB,1081 GEMINI PL,COLUMBUS,40.1482447,-82.9855472
KHAN SMOKE AND BEER SHOP,6044 CHANNINGWAY BLVD,COLUMBUS,39.9384054,-82.8318495
KIMBERLY MARKET,4295 KIMBERLY PKWY,COLUMBUS,39.9258838,-82.8818405
KIMS MARKET 1ST FLOOR ONLY,1327 E LIVINGSTON AVE,COLUMBUS,39.949215,-82.96214
KROGER #273,60 WORTHINGTON MALL,WORTHINGTON,40.10789681,-83.01722551
KROGER #315,2000 E MAIN ST,COLUMBUS,39.9581994,-82.9448635
KROGER #519,1585 GEORGESVILLE SQ DR,COLUMBUS,39.9201698,-83.121373
KROGER #569,150 W SYCAMORE ST,COLUMBUS,39.9497142,-83.001981
KROGER #587,1350 N HIGH ST,COLUMBUS,39.9892712,-83.0052976
KROGER #587 LIQUOR STORE,1300 N HIGH ST,COLUMBUS,39.9890165,-83.0056995
KROGER #598,3600 SOLDANO BLVD,COLUMBUS,39.9567329,-83.0969042
KROGER #623,5800 W BROAD ST,GALLOWAY,39.95218,-83.156376
KROGER #815,3637 S HIGH ST,COLUMBUS,39.8877576,-83.0016232
KROGER #818,2090 CROWN PLAZA DR,COLUMBUS,40.0658006,-83.0734763
KROGER #839,1177 POLARIS PKWY,COLUMBUS,40.14106,-82.98897
KROGER #853,7000 E BROAD ST,COLUMBUS,39.984451,-82.8161623
KROGER #867,2525 HILLIARD ROME RD,HILLIARD,40.0025249,-83.1562313
KROGER #871 FUEL CENTER,5420 N HAMILTON RD,COLUMBUS,40.0651084,-82.8628849
KROGER #879,1425 WORTHINGTON CTR DR,COLUMBUS,40.122799,-82.9794176
KROGER #893,1441 PARSONS AVE,COLUMBUS,39.9343212,-82.9854247
KROGER #942,1375 CHAMBERS RD,COLUMBUS,39.9925518,-83.043563
KROGER #971,3417 N HIGH ST,COLUMBUS,40.0321482,-83.0176395
KROGER #990,2161 EAKIN RD,COLUMBUS,39.9311546,-83.0540335
KROGER #N-514,3588 GENDER RD,COLUMBUS,39.9084369,-82.8243436
KROGER #N-819,199 GRACELAND BLVD,COLUMBUS,40.0651105,-83.0253912
KROGER FUEL CENTER #315,2000 E MAIN ST,COLUMBUS,39.9581994,-82.9448635
KROGER FUEL CENTER #519,1585 GEORGESVILLE SQUARE DR,COLUMBUS,39.9201698,-83.121373
KROGER FUEL CENTER #598,85 N WILSON RD,COLUMBUS,39.9557176,-83.0942805
KROGER FUEL CENTER #815,3637 S HIGH ST,COLUMBUS,39.8877576,-83.0016232
KROGER FUEL CENTER #818,2090 CROWN PLAZA DR,COLUMBUS,40.0658006,-83.0734763
KROGER FUEL CENTER #839,1177 POLARIS PKWY,COLUMBUS,40.14106,-82.98897
KROGER FUEL CENTER #853,77 N REYNOLDSBURG NEW ALBANY RD,COLUMBUS,39.9871586,-82.8158734
KROGER FUEL CENTER #879,1425 WORTHINGTON CENTRE DR,COLUMBUS,40.122799,-82.9794176
KROGER FUEL CENTER #893,1415 PARSONS AVE,COLUMBUS,39.9344343,-82.9841164
KROGER FUEL CENTER #942,1765 NORTHWEST BLVD,COLUMBUS,39.9941497,-83.0434726
KROGER FUEL CENTER #990,2161 EAKIN RD,COLUMBUS,39.9311546,-83.0540335
KROGER FUEL CENTER #N-514,3598 GENDER RD,CANAL WINCHESTER,39.8591131,-82.8278852
KROGER N593,1745 MORSE RD,COLUMBUS,40.0582738,-82.9729593
KROGERS FUEL CENTER #867,2525 HILLIARD-ROME RD,HILLIARD,40.0025249,-83.1562313
LA CHAVETA CIGAR LOUNGE,3293 N HIGH ST,COLUMBUS,40.0292868,-83.0154495
LA MICHOACANA #7,534 NORTON RD,COLUMBUS,39.940967,-83.142619
LA MICHOACANA #8,5445 BETHEL SAWMILL CENTER,COLUMBUS,40.06564964,-83.0940665
LA MICHOACANA FRESH MARKET LLC,939 E DUBLIN GRANVILLE RD,COLUMBUS,40.0877106,-82.9922083
LA MICHOACANA MARKET #2,3629 SULLIVANT AVE,COLUMBUS,39.9425,-83.095798
LA MICHOACANA MEXICAN MARKET #1,3881 CLEVELAND AVE,COLUMBUS,40.0480904,-82.9556676
LA MICHOACANA MEXICAN MARKET LLC,2175 MORSE RD,COLUMBUS,40.0592363,-82.9614019
LA MICHOACANA MKT #6,3160 S HAMILTON RD,COLUMBUS,39.9113292,-82.8808522
LA TIENDITA,2516 W BROAD ST,COLUMBUS,39.9553462,-83.067391
LAS PALOMAS,2915 E 5TH AVE,COLUMBUS,39.98483,-82.9258496
LATERALUS GLASS,5132 WALHAM GREEN RD APT. 301,WESTERVILLE,40.11169351,-82.9262604
LAYLA'S SMOKE SHOP,2498 SUMMIT ST,COLUMBUS,40.0145512,-82.999881
LD SUNOCO,849 E 5TH AVE,COLUMBUS,39.986089,-82.982211
LINDA'S MARKET,2165 COURTRIGHT RD,COLUMBUS,39.927991,-82.8985822
LION'S DEN,3586 W DUBLIN GRANVILLE RD,COLUMBUS,40.0945734,-83.0859103
LION'S DEN,4315 KIMBERLY PKWY,COLUMBUS,39.9258679,-82.8815361
LION'S DEN,4375 ROBERTS RD,COLUMBUS,40.0019969,-83.1128223
LION'S DEN - BEXLEY RETAIL 47 LLC,1144 ALUM CREEK DR,COLUMBUS,39.9458573,-82.9447888
LION'S DEN - GRANDVIEW RETAIL 58 LLC,1055 W FIFTH AVE,COLUMBUS,39.9872867,-83.0054612
LIVINGSTON & HAMILTON SUNOCO #28,4425 E LIVINGSTON AVE,COLUMBUS,39.9446618,-82.8771068
LIVINGSTON EXXON,2097 E LIVINGSTON AVE,COLUMBUS,39.9481452,-82.9408681
LIVINGSTON MARKET,1619 E LIVINGSTON AVE,COLUMBUS,39.9488305,-82.954273
LIVINGSTON SHELL,1937 E LIVINGSTON AVE,COLUMBUS,39.9483797,-82.9455661
LIVINGSTON SUNOCO,3172 E LIVINGSTON AVE,COLUMBUS,39.946775,-82.912017
LOCKBOURNE MART,1119 LOCKBOURNE RD,COLUMBUS,39.9428375,-82.9638463
LOCKBOURNE MOBIL,1509 LOCKBOURNE RD,COLUMBUS,39.934718,-82.964518
LOCKBOURNE SUNOCO,1711 LOCKBOURNE RD,COLUMBUS,39.930396,-82.964876
LOUIE'S DRIVE THRU,3896 REFUGEE RD,COLUMBUS,39.9163273,-82.8933039
M & J CARRYOUT,1958 SULLIVANT AVE,COLUMBUS,39.947883,-83.050663
M & M MARKET & CARRYOUT,1596 OAKLAND PARK AVE,COLUMBUS,40.0317531,-82.9705032
M & R WINE SHOP,1553 E MAIN ST,COLUMBUS,39.9575227,-82.9576578
M & S CARRYOUT,590 GEORGESVILLE RD,COLUMBUS,39.940573,-83.1120544
M EXPRESS MARKET,2305 W BROAD ST,COLUMBUS,39.955319,-83.0617327
M.I.A. HOOKAH CAFE',132 E 5TH AVE,COLUMBUS,39.9870423,-83.001642
MAIZE MARKET,3310 MAIZE RD,COLUMBUS,40.03279,-82.9891945
MANGOS,21 SMITH PL,COLUMBUS,39.9879726,-83.0063228
MANOR CARRYOUT,579-81 WEDGEWOOD DR,COLUMBUS,39.9325237,-83.0966928
MAPLE MARKET,5709 MAPLE CANYON AVE,COLUMBUS,40.0854486,-82.960898
MARATHON,1466 S HAMILTON RD,COLUMBUS,39.9970797,-82.8683894
MARATHON,3464 SULLIVANT AVE,COLUMBUS,39.9428899,-83.0913908
MARATHON EXPRESS,3434 PARSONS AVE,COLUMBUS,39.8922923,-82.9867789
MARATHON FOOD CENTER,1401 SULLIVANT AVE,COLUMBUS,39.950375,-83.036488
MARATHON FOOD MARKET,1226 GEORGESVILLE RD,COLUMBUS,39.9284068,-83.1166884
MARC'S UPPER ARLINGTON,1828 W HENDERSON RD,COLUMBUS,40.0542068,-83.0681572
MCGUFFEY MARKET,1066 E HUDSON ST,COLUMBUS,40.014368,-82.981601
MECCA MALL MARKET AND BAKERY,5644 COLUMBUS SQ,COLUMBUS,40.0860163,-82.9485697
MEIJER GAS #104,1675 HILLIARD ROME RD,COLUMBUS,39.9809697,-83.1508192
MEIJER GAS #114,5030 N HAMILTON RD,COLUMBUS,40.0607538,-82.8632025
MEIJER GAS #212,7930 E BROAD ST,REYNOLDSBURG,39.9860107,-82.7900584
MEIJER GAS STATION #58,6155 SAWMILL RD,DUBLIN,40.1061976,-83.0911933
MEISTER'S BAR,1168 CHAMBERS RD,COLUMBUS,39.9937254,-83.0393772
MI FAMILIA MARKET,2331 W BROAD ST,COLUMBUS,39.9554183,-83.062358
MIDNIGHT HOOKAH,1167 MT PLEASANT AVE,COLUMBUS,39.9863206,-83.0043625
MIDWEST WELLNESS STORE,5425 BETHEL SAWMILL CENTER,COLUMBUS,40.06537205,-83.09409555
MIKE'S MARKET,3327-29 MAIZE RD,COLUMBUS,40.0327523,-82.9895635
MILHEM MARKET,1562 WATKINS RD,COLUMBUS,39.904682,-82.952807
MINERVA MARKET,4951 CLEVELAND AVE,COLUMBUS,40.0707377,-82.9523798
MIRACLE MART,1913-15 TAMARACK CIR N,COLUMBUS,40.0776822,-82.967039
MK 57 VAPE,2602 HILLIARD ROME RD,HILLIARD,40.0044326,-83.1531398
MO SMOKE & VAPE,1178 N HIGH ST,COLUMBUS,39.9864467,-83.0052291
MOBIL FIFTH AVE,1773 E 5TH AVE,COLUMBUS,39.9850727,-82.9576809
MOBIL MART,2635 W BROAD ST,COLUMBUS,39.9550127,-83.0709733
MOBILE MART,2835 WESTERVILLE RD,COLUMBUS,40.0256459,-82.9613191
MOBILE MART,830 PARSONS AVE,COLUMBUS,39.9468196,-82.9823282
MORSE QUICK MART,1570 MORSE RD,COLUMBUS,40.060974,-82.9777541
MOUND STREET GULF,1102 W MOUND ST,COLUMBUS,39.947939,-83.028141
MOUND STREET MARKET,1690 W MOUND ST,COLUMBUS,39.9441809,-83.0428579
MOZ MOZ,2700 N HIGH ST,COLUMBUS,40.017453,-83.012041
N & N SUPERMARKET,2240 SULLIVANT AVE,COLUMBUS,39.946386,-83.058636
N HIGH BP,5385 N HIGH ST,COLUMBUS,40.072551,-83.019079
NABBY'S CARRYOUT,1235 E HUDSON ST,COLUMBUS,40.0140013,-82.9770546
NEPALI BAZAAR,1782 MORSE RD,COLUMBUS,40.0618791,-82.9717998
NEPALI CHOK,2049 MORSE RD,COLUMBUS,40.0596129,-82.9644817
NEPALI MART,1480 MORSE RD,COLUMBUS,40.0617033,-82.9798489
NEW BOTTLE CAP BEVERAGE,3020 E LIVINGSTON AVE,COLUMBUS,39.946965,-82.915816
NEW YORK MARKET,3307 SULLIVANT AVE,COLUMBUS,39.9429571,-83.0869084
NIELSEN'S #17,400 N HIGH ST,COLUMBUS,39.96946818,-83.00196815
NIELSONS,3 NATIONWIDE PLZ,COLUMBUS,39.9671398,-83.0029234
NOE BIXBY DRIVE THRU,2960 NOE BIXBY RD,COLUMBUS,39.9332723,-82.8619446
NOE BIXBY MARATHON,4755 REFUGEE RD,COLUMBUS,39.921866,-82.8641554
NORTH BROADWAY SUNOCO,700 E NORTH BROADWAY ST,COLUMBUS,40.031131,-82.995661
NORTH CAMPUS FOOD MART,2424 N HIGH ST,COLUMBUS,40.0117783,-83.0101176
NORTH LINDEN MARKET,1580 JOYCE AVE,COLUMBUS,39.9987303,-82.9656143
NORTHLAND MARKET,4312 KARL RD,COLUMBUS,40.0547422,-82.9757767
NORTHWEST CARRYOUT,1281 W 5TH AVE,COLUMBUS,39.9884991,-83.0402932
NORTHWEST WINE & SPIRITS,821 BETHEL RD,COLUMBUS,40.060842,-83.0420963
NORTON MARATHON,385 NORTON RD,COLUMBUS,39.9437267,-83.1417556
NORTON ROAD DRIVE THRU,550 NORTON RD,COLUMBUS,39.9396855,-83.1430032
NORTON SUNOCO,552 NORTON RD,COLUMBUS,39.9396349,-83.1430185
ONE STOP MARKET,1447 S HAMILTON RD,COLUMBUS,39.9970797,-82.8683894
OUT OF THIS WORLD FLOWER COMPANY,1505 FREBIS AVE UNIT A,COLUMBUS,39.9341141,-82.9555928
OUTLET SMOKE SHOP,6091 MC NAUGHTEN CENTER,COLUMBUS,39.95335331,-82.83835002
PACE HIGH CARRYOUT,3179 N HIGH ST,COLUMBUS,40.0270717,-83.0147789
PALMER'S BEVERAGE CENTER,3375 INDIANOLA AVE,COLUMBUS,40.0180487,-83.0020231
PARADISE DRIVE THRU,1540 W MOUND ST,COLUMBUS,39.9448606,-83.0394224
PARADISE SMOKE N VAPE,2127 HILLIARD  ROME RD,HILLIARD,40.0091354,-83.1535903
PARKVILLE MARKET,5705 PARKVILLE ST,COLUMBUS,40.0853498,-82.9569496
PARKWOOD MARKET,2207 PARKWOOD AVE,COLUMBUS,40.013076,-82.956626
PARSONS EXPRESS,1526 PARSONS AVE,COLUMBUS,39.932306,-82.983764
PEPPERS,4300 MACSWAY AVE,COLUMBUS,39.9237105,-82.8823835
PHARAOHS HOOKAH CAFE,1460 N HIGH ST,COLUMBUS,39.9921342,-83.0063939
PICK & GO,805 E MAIN ST,COLUMBUS,39.957932,-82.977834
PILOT TRAVEL CENTER #213,3600 INTERCHANGE RD,COLUMBUS,39.9730242,-83.099919
PIZZA CHATEAU,2602 EAKIN RD,COLUMBUS,39.9376768,-83.0672195
PJ'S DRIVE THRU,1973 HARD RD,COLUMBUS,40.1168467,-83.0683321
PJ'S GRILL,15 E FRAMBES AVE,COLUMBUS,40.0048016,-83.0083322
PLANET PUFF,383 WILSON AVE,COLUMBUS,39.9581304,-82.9667079
PLAZA FOOD,1050 MT VERNON AVE,COLUMBUS,39.9720716,-82.9742007
POINDEXTER MARKET,1228-30 E LONG ST,COLUMBUS,39.9653939,-82.9972048
PUFF CRAZE,2792 STELZER RD,COLUMBUS,40.0294514,-82.9105071
QUARRY MARKET,2954 MCKINLEY AVE,COLUMBUS,39.9860105,-83.0751815
QUENCHING CAVERNS,5250 GODOWN RD,COLUMBUS,40.0651361,-83.0564409
QUICK & EASY MART,4197 CLEVELAND AVE,COLUMBUS,40.0548677,-82.9537756
QUICK AND COLD DRIVE THRU,1550 LOCKBOURNE RD,COLUMBUS,39.9340733,-82.964389
QUICK STOP,2776 E 5TH AVE,COLUMBUS,39.9851093,-82.9294566
RAMA  FOODMART & DELI,334 N 20TH ST,COLUMBUS,39.9726042,-82.9731815
REEM FOODMART,1482 OAKLAND PARK AVE,COLUMBUS,40.0320396,-82.9737722
REFUGEE FOOD MART,3877 REFUGEE RD,COLUMBUS,39.9161118,-82.8923508
RIDE N GO,2618 HILLIARD ROME RD,HILLIARD,40.0091354,-83.1535903
ROBERTS ROAD MARATHON,4400 ROBERTS RD,COLUMBUS,40.002233,-83.113865
ROSCO'S MARKET,2500 SULLIVANT AVE,COLUMBUS,39.945032,-83.065861
ROYAL MARKET,436 N CHAMPION AVE,COLUMBUS,39.9749927,-82.9683371
SAHARA SHI-SHA CAFE,20 E ARCADIA AVE,COLUMBUS,40.017882,-83.0116269
SALAM MARKET & BAKERY,5676 COLUMBUS SQ,COLUMBUS,40.0861754,-82.9489482
SALEM'S FAMILY MARKET,4310 N HIGH ST,COLUMBUS,40.0499089,-83.0201121
SALLY'S MARKET,740 SULLIVANT AVE,COLUMBUS,39.953761,-83.019229
SAMO MARKET,4420 WALFORD ST,COLUMBUS,40.0585119,-82.9615017
SAM'S CARRY OUT,860 N CASSADY AVE,COLUMBUS,39.9881257,-82.9307923
SAM'S DRIVE THRU,2357 SULLIVANT AVE,COLUMBUS,39.9456814,-83.0614763
SAM'S FOOD SHOP,981 SULLIVANT AVE,COLUMBUS,39.9524497,-83.0253435
SANDALWOOD SUPERMARKET,5461 SANDALWOOD BLVD,COLUMBUS,40.0782972,-82.9807338
SANTIAGO SUPERMARKET,5431 ROBERTS RD,HILLIARD,40.0031484,-83.177343
SAV U MOR,2682 WESTERVILLE RD,COLUMBUS,40.0223465,-82.9638579
SAVE RIGHT PLUS,4305 EASTLAND SQUARE DR,COLUMBUS,39.9132563,-82.8820918
SAVE WAY MARKET,1370 SULLIVANT AVE,COLUMBUS,39.9506629,-83.0358712
SAVE WAY MINI MART,2585 W BROAD ST,COLUMBUS,39.955086,-83.069402
SAVOR GROWL,2991 INDIANOLA AVE,COLUMBUS,40.0246705,-83.0017739
SAVOR PINT,4440 INDIANOLA AVE,COLUMBUS,40.055405,-83.000318
SCHROCK ROAD DRIVE-THRU,1457 SCHROCK RD,COLUMBUS,40.1048674,-82.9772958
SCIOTO DOWN - SPORTS BAR & PATIO BAR,6000 S HIGH ST,COLUMBUS,39.8476591,-83.0017382
SCIOTO DOWNS,6000 S HIGH ST,COLUMBUS,39.8476591,-83.0017382
SCIOTO DOWNS GAMING BUILDING,6000 S HIGH ST,COLUMBUS,39.8476591,-83.0017382
SHARON SQUARE WINE SHOP,5590 N HIGH ST,COLUMBUS,40.0346542,-83.0166726
SHATTER HOUSE,1216 PARSONS AVE,COLUMBUS,39.9387815,-82.9832695
SHAWARMA SUBS & MORE,1475 SUNBURY RD,COLUMBUS,39.9994229,-82.939494
SHEETZ #714,2700 BRICE RD,REYNOLDSBURG,39.9716277,-82.8266571
SHEETZ #720,6229 E DUBLIN GRANVILLE RD,NEW ALBANY,40.0816554,-82.8226466
SHEETZ #722,3999 S HAMILTON RD,GROVEPORT,39.8926898,-82.8834009
SHEETZ #723,2840 JOHNSTOWN RD,COLUMBUS,40.0070772,-82.9113437
SHEETZ #724,975 E DUBLIN GRANVILLE RD,COLUMBUS,40.0872242,-82.9922446
SHEETZ #738,1485 N CASSADY AVE,COLUMBUS,39.997967,-82.9303152
SHEETZ #757,930 HILLIARD ROME RD,COLUMBUS,39.9725762,-83.1500365
SHEETZ #758,920 POLARIS PKWY,COLUMBUS,40.1489473,-82.99389
SHEETZ #767,1380 BETHEL RD,COLUMBUS,40.0641151,-83.0561211
SHEETZ #825 - HIGH CROSS,161 E CAMPUS VIEW BLVD,COLUMBUS,40.1176243,-83.0117593
SHELL,4751 E MAIN ST,COLUMBUS,39.9549842,-82.8708736
SHELL HUDSON AND I-71,666 E HUDSON ST,COLUMBUS,40.0114419,-82.9239186
S-HI CARRYOUT,3250 S HIGH ST,COLUMBUS,39.8952354,-82.9951953
SHOBIS MARKET,1650 PARSONS AVE,COLUMBUS,39.929553,-82.983964
SHOP 614,1949 ZETTLER CENTER DR,COLUMBUS,39.9294029,-83.0517403
SHOP N GO,3951 E LIVINGSTON AVE,COLUMBUS,39.9454409,-82.8906914
SILVER SMILE,5346 SINCLAIR RD,COLUMBUS,40.0745614,-82.997829
SMART STOP DRIVE THRU,6830 REFUGEE RD,COLUMBUS,39.9111557,-82.8180537
SMOKE & CELLULAR EXPRESS,910 E HUDSON ST,COLUMBUS,40.0145692,-82.9860274
SMOKE 614,2465 N HIGH ST,COLUMBUS,40.0125135,-83.0109356
SMOKE OUTLET,1019 W BROAD ST,COLUMBUS,39.95881,-83.02795
SMOKE OUTLET,1635 PARSONS AVE,COLUMBUS,39.9297557,-82.984336
SMOKE OUTLET,2471 E DUBLIN GRANVILLE RD,COLUMBUS,40.0838141,-82.9527416
SMOKE PLUS 5 CARRYOUT,2671 PALMETTO ST,COLUMBUS,39.9508436,-83.0709715
SMOKE SHOP,1730 LOCKBOURNE RD,COLUMBUS,39.9299785,-82.9646932
SMOKE SHOP,1898 HARD RD,COLUMBUS,40.117371,-83.0664139
SMOKE SHOP 1,1597 W 5TH AVE,COLUMBUS,39.9889453,-83.049266
SMOKE ZONE SMOKE SHOP,1202 N HIGH ST,COLUMBUS,39.9868643,-83.0053135
SMOKE ZONE SMOKE SHOP,4 E 13TH AVE,COLUMBUS,39.9979364,-83.0071984
SMOKER ZONE,970 GALLOWAY RD,COLUMBUS,39.9519051,-83.153446
SMOKIE TALKIE,1230 DEMOREST RD,COLUMBUS,39.9298373,-83.0901776
SNAG,266 CHITTENDEN AVE,COLUMBUS,39.9954967,-83.0000563
SOUSSY MARKET,1950 N 4TH ST,COLUMBUS,40.00321299,-82.99842908
SOUTH ASIAN BAZAAR,1995 MORSE RD,COLUMBUS,40.0590723,-82.9659928
SOUTH HIGH MOBIL,2727 S HIGH ST,COLUMBUS,39.9056986,-82.9954661
SOUTH HIGH SMOKE SHOP,3396 S HIGH ST,COLUMBUS,39.8932031,-82.9958364
SPARTANS MARKET,4992 LINDORA DR,COLUMBUS,39.9242037,-82.8581788
SPEEDWAY 1180,4494 KENNY RD,COLUMBUS,40.0504863,-83.0494218
SPEEDWAY 1193,4240 MORSE RD,COLUMBUS,40.0574263,-82.8988214
SPEEDWAY 1204,6399 REFUGEE RD,CANAL WINCHESTER,39.9104406,-82.8247167
SPEEDWAY 1216,6175 E LIVINGSTON AVE,COLUMBUS,39.952802,-82.9968685
SPEEDWAY 2034,2875 STELZER RD,COLUMBUS,40.0320296,-82.9109861
SPEEDWAY 3323,1442 N CASSADY AVE,COLUMBUS,39.9978135,-82.9303247
SPEEDWAY 3384,825 WORTHINGTON WOODS BLVD,COLUMBUS,40.1184319,-82.9949031
SPEEDWAY 4275,7860 E BROAD ST,BLACKLICK,39.9856677,-82.7928143
SPEEDWAY 5117,5657 CLEVELAND AVE,COLUMBUS,40.0855095,-82.9514626
SPEEDWAY 5128,3860 S HIGH ST,COLUMBUS,39.8825054,-82.9999198
SPEEDWAY 5235,635 WEBER RD,COLUMBUS,40.0238212,-82.9959851
SPEEDWAY 5238,955 S GALLOWAY RD,GALLOWAY,39.9122647,-83.1627482
SPEEDWAY 5284,799 N WILSON RD,COLUMBUS,39.9702196,-83.0976702
SPEEDWAY 6202,744 W 5TH AVE,COLUMBUS,39.9881866,-83.0261166
SPEEDWAY 8345,4830 N HAMILTON RD,COLUMBUS,40.0557478,-82.8630671
SPEEDWAY 9147,1434 BETHEL RD,COLUMBUS,40.0642286,-83.0574175
SPEEDWAY 9151,4901 E MAIN ST,COLUMBUS,39.954898,-82.8668856
SPEEDWAY 9159,1790 HENDERSON RD,COLUMBUS,40.0546308,-83.067488
SPEEDWAY 9165,3233 REFUGEE RD,COLUMBUS,39.9170293,-82.9148045
SPEEDWAY 9249,3974 CLEVELAND AVE,COLUMBUS,40.0504065,-82.9532511
SPEEDWAY 9263,6425 E BROAD ST,COLUMBUS,39.980347,-82.8316577
SPEEDWAY 9265,2567 WALCUTT RD,HILLIARD,40.0039031,-83.1395814
SPEEDWAY 9268,1505 HARRISBURG PIKE,COLUMBUS,39.9270408,-83.0570921
SPEEDWAY 9270,2775 BRICE RD,REYNOLDSBURG,39.9232941,-82.8304951
SPEEDWAY 9281,2510 N HIGH ST,COLUMBUS,40.013614,-83.0112315
SPEEDWAY 9283,5984 SAWMILL RD,DUBLIN,40.0887591,-83.0912313
SPEEDWAY 9298,1700 HILLIARD ROME RD,COLUMBUS,39.985543,-83.150816
SPEEDWAY 9339,2965 E MAIN ST,COLUMBUS,39.9564408,-82.9191194
SPEEDWAY 9340,5735 MAPLE CANYON AVE,COLUMBUS,40.0858554,-82.9609015
SPEEDWAY 9356,3611 FISHINGER BLVD,COLUMBUS,40.0265391,-83.1147045
SPEEDWAY 9371,1626 W 5TH AVE,COLUMBUS,39.9893664,-83.0496706
SPEEDWAY 9376,770 POLARIS PKWY,LEWIS CENTER,40.1514461,-82.9978898
SPEEDWAY 9706,3304 E BROAD ST,COLUMBUS,39.9721581,-82.912822
SPEEDWAY 9751,1165 S HIGH ST,COLUMBUS,39.9381681,-82.9965532
SPEEDWAY 9770,1103 MORSE RD,COLUMBUS,40.0610366,-82.9937478
SPEEDWAY 9775,821 E DUBLIN GRANVILLE RD,COLUMBUS,40.0875762,-82.9971077
SPEEDY MART,1475 S CHAMPION AVE,COLUMBUS,39.934677,-82.971321
SPEEDY MART,3377 E LIVINGSTON AVE,COLUMBUS,39.946302,-82.906161
SQUARE'S CARRY OUT,5870 COLUMBUS SQ,COLUMBUS,40.0887877,-82.9498741
